# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  506       3.357945416918e-10       1.017864206471e-12      -7.342293075009e-12       0.000000000000e+00       7.035866834318e-14       1.528465650550e-15       5.552048209203e-16 
  507       3.367324196160e-10       1.005472580334e-12      -7.196871722676e-12       0.000000000000e+00       6.986889068032e-14       1.494820750950e-15       5.421330097673e-16 
  508       3.376446976394e-10       9.936042203864e-13      -7.048924805710e-12       0.000000000000e+00       6.938343952017e-14       1.462436052270e-15       5.291020064020e-16 
  509       3.385309758733e-10       9.822687797080e-13      -6.898545469858e-12       0.000000000000e+00       6.890227450507e-14       1.431299860904e-15       5.161120194749e-16 
  510       3.393908517874e-10       9.714759793274e-13      -6.745828556697e-12       0.000000000000e+00       6.842535355474e-14       1.401400096601e-15       5.031632446579e-16 
  511       3.402239202028e-10       9.612356084105e-13      -6.590870612226e-12       0.000000000000e+00       6.795263285561e-14       1.372724290214e-15       4.902558645443e-16 
  512       3.410297732842e-10       9.515575244461e-13      -6.433769895450e-12       0.000000000000e+00       6.748406685016e-14       1.345259581451e-15       4.773900485502e-16 
  513       3.418080005335e-10       9.424516534329e-13      -6.274626386971e-12       0.000000000000e+00       6.701960822621e-14       1.318992716621e-15       4.645659528149e-16 
  514       3.425581887816e-10       9.339279900653e-13      -6.113541797570e-12       0.000000000000e+00       6.655920790622e-14       1.293910046387e-15       4.517837201015e-16 
  515       3.432799221823e-10       9.259965979201e-13      -5.950619576798e-12       0.000000000000e+00       6.610281503668e-14       1.269997523514e-15       4.390434796977e-16 
  516       3.439727822038e-10       9.186676096431e-13      -5.785964921566e-12       0.000000000000e+00       6.565037697735e-14       1.247240700618e-15       4.263453473165e-16 
  517       3.446363476227e-10       9.119512271349e-13      -5.619684784725e-12       0.000000000000e+00       6.520183929063e-14       1.225624727918e-15       4.136894249967e-16 
  518       3.452701945158e-10       9.058577217379e-13      -5.451887883659e-12       0.000000000000e+00       6.475714573086e-14       1.205134350980e-15       4.010758010038e-16 
  519       3.458738962536e-10       9.003974344224e-13      -5.282684708873e-12       0.000000000000e+00       6.431623823362e-14       1.185753908474e-15       3.885045497304e-16 
  520       3.464470234925e-10       8.955807759728e-13      -5.112187532576e-12       0.000000000000e+00       6.387905690508e-14       1.167467329916e-15       3.759757315974e-16 
  521       3.469891441678e-10       8.914182271746e-13      -4.940510417271e-12       0.000000000000e+00       6.344554001130e-14       1.150258133423e-15       3.634893929540e-16 
  522       3.474998234868e-10       8.879203390002e-13      -4.767769224343e-12       0.000000000000e+00       6.301562396757e-14       1.134109423461e-15       3.510455659788e-16 
  523       3.479786239209e-10       8.850977327955e-13      -4.594081622645e-12       0.000000000000e+00       6.258924332768e-14       1.119003888592e-15       3.386442685806e-16 
  524       3.484251051989e-10       8.829611004663e-13      -4.419567097087e-12       0.000000000000e+00       6.216633077330e-14       1.104923799227e-15       3.262855042986e-16 
  525       3.488388242997e-10       8.815212046649e-13      -4.244346957219e-12       0.000000000000e+00       6.174681710324e-14       1.091851005372e-15       3.139692622036e-16 
  526       3.492193354447e-10       8.807888789761e-13      -4.068544345826e-12       0.000000000000e+00       6.133063122280e-14       1.079766934381e-15       3.016955167981e-16 
  527       3.495662875728e-10       8.807731699969e-13      -3.892275812168e-12       0.000000000000e+00       6.091771140455e-14       1.068655296464e-15       2.894644243416e-16 
  528       3.498797197371e-10       8.814757067892e-13      -3.715625758454e-12       0.000000000000e+00       6.050803943411e-14       1.058510287923e-15       2.772769179860e-16 
  529       3.501597738512e-10       8.828961763031e-13      -3.538671304627e-12       0.000000000000e+00       6.010160738627e-14       1.049328610017e-15       2.651341288792e-16 
  530       3.504065979804e-10       8.850341668059e-13      -3.361490664818e-12       0.000000000000e+00       5.969840643296e-14       1.041106780610e-15       2.530371912128e-16 
  531       3.506203463761e-10       8.878891672669e-13      -3.184163152286e-12       0.000000000000e+00       5.929842683751e-14       1.033841133090e-15       2.409872422080e-16 
  532       3.508011795109e-10       8.914605667428e-13      -3.006769184374e-12       0.000000000000e+00       5.890165794879e-14       1.027527815285e-15       2.289854221005e-16 
  533       3.509492641134e-10       8.957476537624e-13      -2.829390287458e-12       0.000000000000e+00       5.850808819536e-14       1.022162788382e-15       2.170328741264e-16 
  534       3.510647732029e-10       9.007496157121e-13      -2.652109101894e-12       0.000000000000e+00       5.811770507972e-14       1.017741825840e-15       2.051307445070e-16 
  535       3.511478861241e-10       9.064655382205e-13      -2.475009386969e-12       0.000000000000e+00       5.773049517243e-14       1.014260512315e-15       1.932801824347e-16 
  536       3.511987885824e-10       9.128944045440e-13      -2.298176025851e-12       0.000000000000e+00       5.734644410630e-14       1.011714242568e-15       1.814823400579e-16 
  537       3.512176726781e-10       9.200350949512e-13      -2.121695030539e-12       0.000000000000e+00       5.696553657059e-14       1.010098220390e-15       1.697383724671e-16 
  538       3.512047369417e-10       9.278863861086e-13      -1.945653546810e-12       0.000000000000e+00       5.658775630517e-14       1.009407457512e-15       1.580494376794e-16 
  539       3.511601863681e-10       9.364469504655e-13      -1.770139859172e-12       0.000000000000e+00       5.621308609473e-14       1.009636772531e-15       1.464166966247e-16 
  540       3.510842324524e-10       9.457153556388e-13      -1.595243395810e-12       0.000000000000e+00       5.584150776289e-14       1.010780789818e-15       1.348413131304e-16 
  541       3.509770932237e-10       9.556900637984e-13      -1.421054733540e-12       0.000000000000e+00       5.547300216646e-14       1.012833938441e-15       1.233244539075e-16 
  542       3.508389932805e-10       9.663694310520e-13      -1.247665602753e-12       0.000000000000e+00       5.510754918957e-14       1.015790451083e-15       1.118672885353e-16 
  543       3.506701638252e-10       9.777517068304e-13      -1.075168892371e-12       0.000000000000e+00       5.474512773786e-14       1.019644362953e-15       1.004709894473e-16 
  544       3.504708426993e-10       9.898350332725e-13      -9.036586547902e-13       0.000000000000e+00       5.438571573266e-14       1.024389510709e-15       8.913673191611e-17 
  545       3.502412744177e-10       1.002617444610e-12      -7.332301108353e-13       0.000000000000e+00       5.402929010519e-14       1.030019531375e-15       7.786569403941e-17 
  546       3.499817102041e-10       1.016096866554e-12      -5.639796547070e-13       0.000000000000e+00       5.367582679069e-14       1.036527861255e-15       6.665905672490e-17 
  547       3.496924080251e-10       1.030271115678e-12      -3.960048589319e-13       0.000000000000e+00       5.332530072265e-14       1.043907734850e-15       5.551800367584e-17 
  548       3.493736326258e-10       1.045137898802e-12      -2.294044793122e-13       0.000000000000e+00       5.297768582696e-14       1.052152183780e-15       4.444372137644e-17 
  549       3.490256555640e-10       1.060694812384e-12      -6.427845987509e-14       0.000000000000e+00       5.263295501608e-14       1.061254035698e-15       3.343739907724e-17 
  550       3.486487552451e-10       1.076939341896e-12       9.927206217732e-14       0.000000000000e+00       5.229108018327e-14       1.071205913205e-15       2.250022878049e-17 
  551       3.482432169574e-10       1.093868861216e-12       2.611447515188e-13       0.000000000000e+00       5.195203219672e-14       1.082000232773e-15       1.163340522554e-17 
  552       3.478093329062e-10       1.111480632011e-12       4.212360697493e-13       0.000000000000e+00       5.161578089372e-14       1.093629203655e-15       8.381258742274e-19 
  553       3.473474022492e-10       1.129771803119e-12       5.794412704451e-13       0.000000000000e+00       5.128229507489e-14       1.106084826810e-15      -9.884409103717e-18 
  554       3.468577311309e-10       1.148739409940e-12       7.356543942098e-13       0.000000000000e+00       5.095154249833e-14       1.119358893814e-15      -2.053299684530e-17 
  555       3.463406327177e-10       1.168380373816e-12       8.897682637242e-13       0.000000000000e+00       5.062348987379e-14       1.133442985780e-15      -3.110643180888e-17 
  556       3.457964272326e-10       1.188691501418e-12       1.041674478797e-12       0.000000000000e+00       5.029810285688e-14       1.148328472275e-15      -4.160350578875e-17 
  557       3.452254419899e-10       1.209669484132e-12       1.191263411415e-12       0.000000000000e+00       4.997534604319e-14       1.164006510237e-15      -5.202300792979e-17 
  558       3.446280114302e-10       1.231310897442e-12       1.338424200793e-12       0.000000000000e+00       4.965518296256e-14       1.180468042892e-15      -6.236372474205e-17 
  559       3.440044771551e-10       1.253612200317e-12       1.483044748427e-12       0.000000000000e+00       4.933757607316e-14       1.197703798670e-15      -7.262444011536e-17 
  560       3.433551879620e-10       1.276569734595e-12       1.625011713141e-12       0.000000000000e+00       4.902248675574e-14       1.215704290127e-15      -8.280393533396e-17 
  561       3.426804998791e-10       1.300179724368e-12       1.764210506138e-12       0.000000000000e+00       4.870987530779e-14       1.234459812855e-15      -9.290098909111e-17 
  562       3.419807761999e-10       1.324438275367e-12       1.900525286053e-12       0.000000000000e+00       4.839970093771e-14       1.253960444406e-15      -1.029143775037e-16 
  563       3.412563875183e-10       1.349341374349e-12       2.033838954002e-12       0.000000000000e+00       4.809192175897e-14       1.274196043205e-15      -1.128428741268e-16 
  564       3.405077117631e-10       1.374884888478e-12       2.164033148630e-12       0.000000000000e+00       4.778649478436e-14       1.295156247469e-15      -1.226852499684e-16 
  565       3.397351342332e-10       1.401064564715e-12       2.290988241165e-12       0.000000000000e+00       4.748337592007e-14       1.316830474122e-15      -1.324402735039e-16 
  566       3.389390595994e-10       1.427875157446e-12       2.414597592634e-12       0.000000000000e+00       4.718252668774e-14       1.339207278956e-15      -1.421068809729e-16 
  567       3.381199481795e-10       1.455307787963e-12       2.534810738580e-12       0.000000000000e+00       4.688393459212e-14       1.362272421210e-15      -1.516846920541e-16 
  568       3.372782806653e-10       1.483352515840e-12       2.651591305566e-12       0.000000000000e+00       4.658759326584e-14       1.386010747060e-15      -1.611735074857e-16 
  569       3.364145462787e-10       1.511999203597e-12       2.764902849914e-12       0.000000000000e+00       4.629349578581e-14       1.410406822556e-15      -1.705731400618e-16 
  570       3.355292428114e-10       1.541237515765e-12       2.874708858095e-12       0.000000000000e+00       4.600163466985e-14       1.435444932296e-15      -1.798834147107e-16 
